	id	codigo_ngbe	codigo_ngbe_text	nombre_extendido	identificador_geografico	nombre_alternativo_2	nombre_alternativo_3	nombre_variante_1	nombre_variante_2	nombre_variante_3	fuente_extendido	fuente_idg	fuente_alternativo_2	fuente_alternativo_3	fuente_variante_1	fuente_variante_2	fuente_variante_3	idioma_extendido	idioma_idg	idioma_alternativo_2	idioma_alternativo_3	idioma_variante_1	idioma_variante_2	idioma_variante_3	estatus_extendido	estatus_idg	estatus_alternativo_2	estatus_alternativo_3	estatus_variante_1	estatus_variante_2	estatus_variante_3	long_etrs89_regcan95	lat_etrs89_regcan95	huso_etrs89_regcan95	x_utm_etrs89_regcan95	y_utm_etrs89_regcan95	hojamtn_25	codigo_ine	provincias_nombre	provincias_id
740388	408447	4.2.2	Orografía continental y áreas geográficas.Paraje		Alamedilla							BTN25																				-4.24841323299995	40.0822753320001	30.0	393562.37	4437635.74	0603c4	45134	Toledo	45
740460	408536	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-4.32177736199992	40.000915498	30.0	387173.22	4428695.46	0603c4	45901	Toledo	45
741199	409330	4.2.2	Orografía continental y áreas geográficas.Paraje		Santa Fe							BTN25																				-3.93719465099991	40.0571288530001	30.0	420067.43	4434518.72	0604c4	45047,45203	Toledo	45
741205	409325	4.2.2	Orografía continental y áreas geográficas.Paraje		Olivares							BTN25																				-3.96038805199993	40.049316354	30.0	418079.9	4433672.66	0604c4	45047,45145,45188	Toledo	45
742565	27073	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							MITMA.IGN.BTN25																				-4.45080602199994	43.3264775640001	30.0	382374.45	4798092.55	0057c1	39033	Cantabria	39
742749	27336	4.2.2	Orografía continental y áreas geográficas.Paraje		Humilladero							MITMA.IGN.BTN25																				-4.48400934099993	43.2302861800001	30.0	379492.69	4787457.24	0057c3	39034	Cantabria	39
743336	28172	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							MITMA.IGN.BTN25																				-3.89031990599995	43.2415155800001	30.0	427716.18	4788020.01	0058c4	39100	Cantabria	39
743710	47542	4.2.2	Orografía continental y áreas geográficas.Paraje		Campillos							MITMA.IGN.BTN25																				-4.60980237799993	43.1013185620001	30.0	369002.28	4773323.76	0081c2	39096	Cantabria	39
745555	8447	4.2.2	Orografía continental y áreas geográficas.Paraje		Carmona							MITMA.IGN.BTN25																				-5.94348123899994	43.4962772220001	30.0	262015.97	4820137.49	0028c2	33030	Asturias	33
750025	2723	4.2.2	Orografía continental y áreas geográficas.Paraje		Ronda							MITMA.IGN.BTN25																				-6.46960455099992	43.5612793190001	29.0	704364.54	4826257.89	0012c3	33034	Asturias	33
754135	21499	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-6.44860906299994	43.2194829430001	29.0	707222.29	4788349.07	0051c3	33011	Asturias	33
754339	21812	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-6.25738563999994	43.240906764	29.0	722675.99	4791220.15	0051c4	33005	Asturias	33
757495	60714	4.2.2	Orografía continental y áreas geográficas.Paraje		Frailes							BTN25																				-6.62109311799992	42.958680524	29.0	694034.71	4758972.23	0100c2	33022	Asturias	33
762580	166338	4.2.2	Orografía continental y áreas geográficas.Paraje		Herrera							BTN25																				-4.87219360099994	42.2689214580001	30.0	345601.25	4681331.99	0234c2	34165	Palencia	34
762986	95544	4.2.2	Orografía continental y áreas geográficas.Paraje		Granada							BTN25																				-2.22747731399994	42.679504562	30.0	563293.48	4725514.58	0139c4	31166	Navarra	31
765006	2630660	4.2.2	Orografía continental y áreas geográficas.Paraje		Carmona							BTN25																				-17.8931884769999	28.8009033210001	28.0	217600.57	3189364.59	1083c1	38016	Santa Cruz de Tenerife	38
765258	2632190	4.2.2	Orografía continental y áreas geográficas.Paraje		Aguadulce							BTN25																				-16.583679199	28.0321044930001	28.0	344323.69	3101770.04	1102c2	38017	Santa Cruz de Tenerife	38
770834	63152	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-5.78710756899994	42.893494101	30.0	272428.74	4752756.49	0103c3	24114	León	24
773367	66981	4.2.2	Orografía continental y áreas geográficas.Paraje		Campillos							BTN25																				-4.29687486599994	42.86169456	30.0	394056.39	4746272.06	0107c4	34027	Palencia	34
773585	68131	4.2.2	Orografía continental y áreas geográficas.Paraje		Posadas							BTN25																				-3.80548158399995	42.9766848580001	30.0	434321.54	4758540.42	0109c1	09413	Burgos	09
776337	85159	4.2.2	Orografía continental y áreas geográficas.Paraje		Torres							BTN25																				-5.76397639499993	42.8305058490001	30.0	274087.81	4745698.98	0129c1	24040	León	24
776721	87675	4.2.2	Orografía continental y áreas geográficas.Paraje		Torres							BTN25																				-4.81500291099991	42.8016967220001	30.0	351585.29	4740391.44	0132c1	34080	Palencia	34
777861	89920	4.2.2	Orografía continental y áreas geográficas.Paraje		Cabra							BTN25																				-4.15160941499994	42.7537215130001	30.0	405759.68	4734109.55	0134c1	34135	Palencia	34
777877	89984	4.2.2	Orografía continental y áreas geográficas.Paraje		Herrera							BTN25																				-4.14861916999996	42.7727041640001	30.0	406033.08	4736214.15	0134c1	34135	Palencia	34
777913	90100	4.2.2	Orografía continental y áreas geográficas.Paraje		Montemayor							BTN25																				-4.01812889699994	42.7987061530001	30.0	416743.26	4738964.46	0134c2	34032	Palencia	34
777952	90291	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-3.85901013299991	42.7675177100001	30.0	429719.89	4735356.31	0134c2	09361	Burgos	09
778039	90454	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-4.04699833299992	42.7208837970001	30.0	414275.24	4730351.58	0134c3	09415	Burgos	09
778265	90799	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-3.85809398999993	42.6915282310001	30.0	429709.09	4726917.36	0134c4	09395	Burgos	09
778360	90939	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-4.00311445599993	42.6790754730001	30.0	417813.21	4725665.4	0134c4	09045	Burgos	09
780356	110844	4.2.2	Orografía continental y áreas geográficas.Paraje		Carmona							BTN25																				-6.19641084899996	42.580078072	29.0	730073.8	4717995.16	0159c4	24210	León	24
781022	112006	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-5.69830339999993	42.633483873	30.0	278756.14	4723645.01	0161c1	24142	León	24
781141	112266	4.2.2	Orografía continental y áreas geográficas.Paraje		Granada							BTN25																				-5.54809574299992	42.6530762360001	30.0	291138.51	4725438.55	0161c2	24222	León	24
783375	115769	4.2.2	Orografía continental y áreas geográficas.Paraje		Pedrera							BTN25																				-4.19201455999996	42.6409294150001	30.0	402276.42	4721630.53	0165c2	09373	Burgos	09
783891	118466	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-3.28692627599992	42.6477051430001	30.0	476479.93	4721734.15	0168c2	09060	Burgos	09
784814	117676	4.2.2	Orografía continental y áreas geográficas.Paraje		Rute							BTN25																				-3.81390391999992	42.582885837	30.0	433212.86	4714817.66	0167c1	09172,09398	Burgos	09
788625	139478	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-5.53637705599994	42.489929466	30.0	291556.19	4707292.31	0194c2	24197,24218,24227	León	24
789000	139949	4.2.2	Orografía continental y áreas geográficas.Paraje		Baeza							BTN25																				-5.56561249299995	42.338684587	30.0	288645.83	4690569.31	0194c4	24212	León	24
790252	141472	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-5.04510523899995	42.403076608	30.0	331699.02	4696556.87	0196c3	24031	León	24
790677	141989	4.2.2	Orografía continental y áreas geográficas.Paraje		Carboneros							BTN25																				-4.77429076099992	42.4564832	30.0	354110.23	4701986.13	0197c1	34126,34231	Palencia	34
795269	163262	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-6.21032708699994	42.2454834220001	29.0	730152.85	4680801.03	0230c4	24047	León	24
797426	165639	4.2.2	Orografía continental y áreas geográficas.Paraje		Aguilar							BTN25																				-5.41448807799992	42.1696771730001	30.0	300564.01	4671437.5	0233c3	24074,24178	León	24
798019	166247	4.2.2	Orografía continental y áreas geográficas.Paraje		Herrera							BTN25																				-4.97320600299992	42.2835087620001	30.0	337308.05	4683139.87	0234c2	34206	Palencia	34
801293	172382	4.2.2	Orografía continental y áreas geográficas.Paraje		Campillos							BTN25																				-3.30798343299995	42.246703987	30.0	474592.29	4677213.98	0239c4	09266,09463	Burgos	09
801550	187696	4.2.2	Orografía continental y áreas geográficas.Paraje		Alameda							BTN25																				-6.72259472799993	42.0858763580001	29.0	688360.6	4661820.8	0267c1	49050	Zamora	49
801853	188132	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-6.71160879199994	42.0394897250001	29.0	689407.18	4656694.34	0267c3	49050	Zamora	49
802611	189047	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-6.50238185199993	42.0584719180001	29.0	706664.14	4659286.79	0268c3	49017,49143	Zamora	49
802674	189166	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-6.46380854099993	42.0097050110001	29.0	710016.69	4653965.66	0268c3	49110	Zamora	49
803327	189934	4.2.2	Orografía continental y áreas geográficas.Paraje		Trigueros							BTN25																				-6.15838639299994	42.034301762	29.0	735219.37	4657491.99	0269c3	49193	Zamora	49
804680	191757	4.2.2	Orografía continental y áreas geográficas.Paraje		Carboneros							BTN25																				-5.26318356199994	42.0526734890001	30.0	312718.08	4658102.72	0271c4	47229	Valladolid	47
805058	192265	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-4.87158236299996	42.10467635	30.0	345251.45	4663093.36	0272c2	34019,34081	Palencia	34
805716	193092	4.2.2	Orografía continental y áreas geográficas.Paraje		Pedrera							BTN25																				-4.82708789399993	42.148499293	30.0	349034.65	4667879.69	0273c1	34072	Palencia	34
805781	193169	4.2.2	Orografía continental y áreas geográficas.Paraje		Marchena							BTN25																				-4.82128915499993	42.0872811250001	30.0	349368.83	4661071.97	0273c1	34019	Palencia	34
805831	193196	4.2.2	Orografía continental y áreas geográficas.Paraje		Aguilar							BTN25																				-4.70147712699992	42.1580810500001	30.0	359434.92	4668729.08	0273c1	34123	Palencia	34
806192	193926	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-4.69598367299994	42.028686973	30.0	359603.6	4654352.69	0273c3	34102	Palencia	34
806269	194076	4.2.2	Orografía continental y áreas geográficas.Paraje		Herrera							BTN25																				-4.65899630099995	42.0056768090001	30.0	362616.04	4651737.74	0273c4	34220	Palencia	34
806318	193664	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-4.81201172999994	42.0783089270001	30.0	350115.03	4660059.42	0273c3	34019,34076	Palencia	34
806419	194225	4.2.2	Orografía continental y áreas geográficas.Paraje		Carboneros							BTN25																				-4.56542965599994	42.0604858150001	30.0	370476.0	4657677.44	0273c4	34079	Palencia	34
807180	194882	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-4.30010978399991	42.1234744270001	30.0	392535.46	4664303.45	0274c2	34017	Palencia	34
807463	195581	4.2.2	Orografía continental y áreas geográficas.Paraje		Martos							BTN25																				-4.04248044599996	42.1555194890001	30.0	413874.3	4667569.49	0275c1	09467	Burgos	09
808685	197352	4.2.2	Orografía continental y áreas geográficas.Paraje		Loja							BTN25																				-3.39160203099993	42.0230726410001	30.0	467580.14	4652412.12	0277c3	09110	Burgos	09
808890	197259	4.2.2	Orografía continental y áreas geográficas.Paraje		Pedro Abad							BTN25																				-3.29577650199991	42.097106937	30.0	475541.76	4660600.31	0277c2	09269,09478	Burgos	09
809184	198137	4.2.2	Orografía continental y áreas geográficas.Paraje		Campillos							BTN25																				-2.99121029399993	42.0474850890001	30.0	500727.4	4655048.49	0278c4	09232	Burgos	09
809424	198734	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-2.45648117999991	42.066284227	30.0	544966.26	4657278.62	0280c3	42166	Soria	42
812284	215718	4.2.2	Orografía continental y áreas geográficas.Paraje		Alameda							BTN25																				-5.51159680099994	41.875305772	30.0	291582.54	4638981.98	0309c3	49046,49216	Zamora	49
813460	217285	4.2.2	Orografía continental y áreas geográficas.Paraje		Olivares							BTN25																				-4.83129780399992	41.932923175	30.0	348174.28	4643950.52	0311c1	34010	Palencia	34
813695	217449	4.2.2	Orografía continental y áreas geográficas.Paraje		Utrera							BTN25																				-4.76989682199991	41.9196787860001	30.0	353234.61	4642373.01	0311c1	34010	Palencia	34
813983	218131	4.2.2	Orografía continental y áreas geográficas.Paraje		Carboneros							BTN25																				-4.49310347799991	41.9760743730001	30.0	376296.9	4648197.94	0312c1	34225	Palencia	34
815144	219591	4.2.2	Orografía continental y áreas geográficas.Paraje		Montemayor							BTN25																				-4.03130937399993	41.9351188570001	30.0	414502.2	4643086.84	0313c1	34121	Palencia	34
815529	220028	4.2.2	Orografía continental y áreas geográficas.Paraje		Montemayor							BTN25																				-4.03051616399995	41.902525552	30.0	414524.47	4639467.24	0313c3	34012,34121	Palencia	34
818690	231488	4.2.2	Orografía continental y áreas geográficas.Paraje		Campillos							BTN25																				-6.52630527999992	41.7440801150001	29.0	705691.68	4624319.7	0337c4	49223	Zamora	49
819004	231683	4.2.2	Orografía continental y áreas geográficas.Paraje		Campillos							BTN25																				-6.48419159199995	41.7883303710001	29.0	709049.96	4629334.69	0338c1	49223,49273	Zamora	49
819847	232918	4.2.2	Orografía continental y áreas geográficas.Paraje		Carmona							BTN25																				-6.02459841199993	41.8115241460001	29.0	747154.02	4633130.73	0339c1	49068,49214	Zamora	49
822132	238478	4.2.2	Orografía continental y áreas geográficas.Paraje		Antequera							BTN25																				-3.98132670399991	41.7454812590001	30.0	418405.34	4621983.19	0345c4	09256	Burgos	09
822332	238778	4.2.2	Orografía continental y áreas geográficas.Paraje		Utrera							BTN25																				-3.98932107399992	41.6826774140001	30.0	417660.5	4615017.99	0345c4	09256	Burgos	09
823049	239675	4.2.2	Orografía continental y áreas geográficas.Paraje		Prado del Rey							BTN25																				-3.80139393299993	41.6948848480001	30.0	433314.09	4616210.76	0346c3	09152	Burgos	09
823626	240525	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-3.21569902899995	41.7642803940001	30.0	482070.53	4623627.56	0347c2	42080	Soria	42
824090	241426	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-3.15509302899994	41.7266829450001	30.0	487100.74	4619442.48	0348c3	42085	Soria	42
824346	241611	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-3.03949500499994	41.6793201710001	30.0	496712.74	4614173.26	0348c3	42194	Soria	42
824796	242208	4.2.2	Orografía continental y áreas geográficas.Paraje		Jimena							BTN25																				-2.70800677099993	41.733094065	30.0	524282.98	4620183.84	0349c3	42095	Soria	42
827051	251385	4.2.2	Orografía continental y áreas geográficas.Paraje		Aguilar							BTN25																				-6.01867669599994	41.5018920520001	30.0	248045.81	4598874.56	0368c4	49247	Zamora	49
827443	475040	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-5.51770018999991	39.0349120160001	30.0	282080.45	4323667.3	0755c3	06096	Badajoz	06
828429	252758	4.2.2	Orografía continental y áreas geográficas.Paraje		Carboneros							BTN25																				-5.26422097699992	41.630493044	30.0	311395.83	4611227.99	0370c2	47016,47163	Valladolid	47
828656	253089	4.2.2	Orografía continental y áreas geográficas.Paraje		Alameda							BTN25																				-5.30950910299993	41.531494136	30.0	307328.98	4600336.07	0370c4	49129	Zamora	49
828977	256158	4.2.2	Orografía continental y áreas geográficas.Paraje		Antequera							BTN25																				-4.18219015099993	41.6094979250001	30.0	401496.67	4607095.57	0374c1	47114	Valladolid	47
831156	260007	4.2.2	Orografía continental y áreas geográficas.Paraje		Manzanilla							BTN25																				-3.11041399599992	41.5733034040001	30.0	490794.94	4602408.24	0377c3	42043	Soria	42
833247	269711	4.2.2	Orografía continental y áreas geográficas.Paraje		Loja							BTN25																				-5.99737545199991	41.4724730930001	30.0	249710.61	4595546.03	0396c2	49269	Zamora	49
834285	271172	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-5.70208725399993	41.3914793020001	30.0	274089.55	4585740.07	0397c3	49148	Zamora	49
835127	275520	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-3.96990872199996	41.4423217600001	30.0	418976.45	4588314.78	0402c2	40092	Segovia	40
836421	277066	4.2.2	Orografía continental y áreas geográficas.Paraje		Humilladero							BTN25																				-3.72839326699994	41.371276858	30.0	439085.84	4580229.56	0403c3	40143,40210	Segovia	40
839551	287400	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-6.58868440199996	41.2014770380001	29.0	702184.54	4563926.68	0422c4	37184	Salamanca	37
840803	288841	4.2.2	Orografía continental y áreas geográficas.Paraje		Humilladero							BTN25																				-6.10919095999992	41.3117063920001	29.0	741985.85	4577392.17	0424c1	49023	Zamora	49
841387	289520	4.2.2	Orografía continental y áreas geográficas.Paraje		Humilladero							BTN25																				-6.14111161699992	41.2313234870001	29.0	739607.53	4568378.44	0424c3	49037	Zamora	49
841433	289594	4.2.2	Orografía continental y áreas geográficas.Paraje		Granada							BTN25																				-6.11828465899993	41.1901252100001	29.0	741672.6	4563867.33	0424c3	37170	Salamanca	37
845692	306942	4.2.2	Orografía continental y áreas geográficas.Paraje		Alora							BTN25																				-6.86621442599994	41.014523797	29.0	679421.06	4542562.39	0448Bc4	37132	Salamanca	37
847508	310492	4.2.2	Orografía continental y áreas geográficas.Paraje		Carboneros							BTN25																				-5.76599014699991	41.1306757770001	30.0	267823.72	4556951.35	0452c1	37130	Salamanca	37
850237	315302	4.2.2	Orografía continental y áreas geográficas.Paraje		Herrera							BTN25																				-4.13177499699992	41.1572876310001	30.0	405041.78	4556834.99	0457c1	40073	Segovia	40
850282	315355	4.2.2	Orografía continental y áreas geográficas.Paraje		Trigueros							BTN25																				-4.06451423099992	41.1475220350001	30.0	410671.93	4555679.67	0457c1	40205	Segovia	40
850556	315851	4.2.2	Orografía continental y áreas geográficas.Paraje		Montellano							BTN25																				-4.08148176199995	41.072876207	30.0	409145.23	4547410.46	0457c3	40002,40035	Segovia	40
851748	325419	4.2.2	Orografía continental y áreas geográficas.Paraje		Pinar							BTN25																				-6.83362058599994	40.979306873	29.0	682258.95	4538720.12	0475c1	37132,37160	Salamanca	37
853464	327799	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-5.95428426299992	40.9110720050001	30.0	251190.64	4533088.1	0477c4	37079	Salamanca	37
854257	328771	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-5.68157926699996	40.892089947	30.0	274095.71	4530240.18	0478c4	37192	Salamanca	37
857740	344430	4.2.2	Orografía continental y áreas geográficas.Paraje		Montellano							BTN25																				-5.62579331499995	40.822692885	30.0	278564.62	4522392.85	0503c2	37182,37209,37336	Salamanca	37
857785	344203	4.2.2	Orografía continental y áreas geográficas.Paraje		Cabra							BTN25																				-5.93017570399991	40.7238778430001	30.0	252525.94	4512236.08	0502c4	37211	Salamanca	37
861407	361453	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-5.34619187499993	40.544678462	30.0	301321.35	4490859.1	0529c4	05063,05116	Ávila	05
866974	62203	4.2.2	Orografía continental y áreas geográficas.Paraje		Aguilar							BTN25																				-6.00048642899992	42.9520877470001	30.0	255237.19	4759863.27	0102c2	24145	León	24
867744	129269	4.2.2	Orografía continental y áreas geográficas.Paraje		Colomera							BTN25																				1.22589152900008	42.5504765760001	31.0	354343.64	4712423.16	0182c3	25901	Lleida	25
868646	473609	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-6.99920661999994	39.151672251	29.0	672888.91	4335514.38	0750c2	06006	Badajoz	06
869474	481690	4.2.2	Orografía continental y áreas geográficas.Paraje		Arjona							BTN25																				-6.42187489199995	38.83770781	29.0	723769.74	4301925.47	0777c3	06012	Badajoz	06
869995	490303	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-6.70690908199992	38.7094724990001	29.0	699383.93	4287033.13	0802c3	06045	Badajoz	06
870020	490328	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-6.67437737199992	38.743286121	29.0	702117.55	4290857.31	0802c4	06040	Badajoz	06
870665	499569	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-7.18298362199994	38.572082509	29.0	658287.9	4270857.06	0827c3	06007	Badajoz	06
870881	499919	4.2.2	Orografía continental y áreas geográficas.Paraje		Osuna							BTN25																				-6.64837638899991	38.6585082710001	29.0	704619.14	4281505.92	0828c2	06121	Badajoz	06
871826	508497	4.2.2	Orografía continental y áreas geográficas.Paraje		Pedrera							BTN25																				-6.52807619499993	38.4788818520001	29.0	715624.66	4261845.34	0853c2	06049,06158	Badajoz	06
872721	542403	4.2.2	Orografía continental y áreas geográficas.Paraje		Torres							BTN25																				-2.31091747699992	37.8015164130001	30.0	560662.66	4184016.82	0951c2	18146	Granada	18
873038	456690	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-6.08081035899994	39.3425292750001	29.0	751576.04	4358853.4	0705c3	10031	Cáceres	10
876350	433062	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-5.19049011699991	39.7186895600001	30.0	312246.92	4398829.33	0653c4	10213	Cáceres	10
878052	389173	4.2.2	Orografía continental y áreas geográficas.Paraje		Humilladero							BTN25																				-6.59741245899994	40.2346803660001	29.0	704390.38	4456573.85	0573c4	10084	Cáceres	10
878121	389246	4.2.2	Orografía continental y áreas geográficas.Paraje		Osuna							BTN25																				-6.56378200399996	40.2070923690001	29.0	707335.78	4453589.36	0573c4	10171,10187	Cáceres	10
878828	403653	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-6.77429025399994	40.1032731480001	29.0	689707.61	4441593.83	0596c1	10064	Cáceres	10
878837	403667	4.2.2	Orografía continental y áreas geográficas.Paraje		Aguilar							BTN25																				-6.71850491799995	40.095887571	29.0	694483.92	4440894.53	0596c1	10128	Cáceres	10
878841	403674	4.2.2	Orografía continental y áreas geográficas.Paraje		Jimena							BTN25																				-6.76238858299996	40.1073013530001	29.0	690710.87	4442066.46	0596c1	10064	Cáceres	10
879365	404399	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-6.38031001499991	40.1497191820001	29.0	723140.06	4447665.25	0597c1	10152	Cáceres	10
880077	417596	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-6.47631851099993	39.9514770050001	29.0	715585.46	4425421.55	0622c1	10067,10189	Cáceres	10
880081	417657	4.2.2	Orografía continental y áreas geográficas.Paraje		Campillos							BTN25																				-6.3295898849999	39.9345092460001	29.0	728177.71	4423903.07	0622c2	10155	Cáceres	10
880416	430394	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-6.63031150699993	39.7705063650001	29.0	702962.05	4404971.98	0649c2	10004	Cáceres	10
882397	86570	4.2.2	Orografía continental y áreas geográficas.Paraje		Alameda							BTN25																				-5.28192153199996	42.813476935	30.0	313438.87	4742627.58	0130c2	24068	León	24
882463	86714	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-5.37921155599992	42.7207032580001	30.0	305193.8	4732544.95	0130c3	24151	León	24
882594	86964	4.2.2	Orografía continental y áreas geográficas.Paraje		Dos Hermanas							BTN25																				-5.30010991799992	42.693297988	30.0	311587.9	4729322.07	0130c4	24079	León	24
882899	87521	4.2.2	Orografía continental y áreas geográficas.Paraje		Herrera							BTN25																				-5.01898171799991	42.7327269070001	30.0	334721.88	4733111.73	0131c4	24004	León	24
885621	364416	4.2.2	Orografía continental y áreas geográficas.Paraje		Posadas							BTN25																				-4.36358518699996	40.513489441	30.0	384479.59	4485645.15	0532c3	05102	Ávila	05
885735	428461	4.2.2	Orografía continental y áreas geográficas.Paraje		Herrera							BTN25																				-0.406920939999907	39.8869020020001	30.0	721722.78	4418423.26	0640c3	12010	Castelló/Castellón	12
885846	202340	4.2.2	Orografía continental y áreas geográficas.Paraje		Aguilar							BTN25																				0.249084417000063	42.0454713120001	31.0	272328.82	4658486.74	0288c3	22103	Huesca	22
886812	149960	4.2.2	Orografía continental y áreas geográficas.Paraje		Olivares							BTN25																				-1.96179194999991	42.3950811830001	30.0	585448.44	4694165.15	0205c4	31015,31066	Navarra	31
886864	28485	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-3.64269810699994	43.2888790200001	30.0	447860.75	4793095.64	0059c2	39007	Cantabria	39
889252	167433	4.2.2	Orografía continental y áreas geográficas.Paraje		Cabra							BTN25																				-4.78131148999995	42.28430216	30.0	353132.22	4682879.06	0235c1	34055	Palencia	34
892531	88037	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-4.54272460499993	42.8101194010001	30.0	373867.35	4740883.35	0132c2	34049,34067	Palencia	34
892695	108796	4.2.2	Orografía continental y áreas geográficas.Paraje		Trigueros							BTN25																				-6.56457512599991	42.6464841840001	29.0	699646.73	4724434.18	0158c2	24064	León	24
893417	146366	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-3.61700382899994	42.3953252240001	30.0	449218.61	4693854.6	0200c4	09176,09471	Burgos	09
894185	213821	4.2.2	Orografía continental y áreas geográficas.Paraje		Campillos							BTN25																				-5.89398170199991	41.9462899850001	30.0	260114.85	4647864.25	0307c2	49130	Zamora	49
894734	223761	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-2.43890386799995	41.867492606	30.0	546565.01	4635216.42	0318c3	42089	Soria	42
896072	291157	4.2.2	Orografía continental y áreas geográficas.Paraje		Carmona							BTN25																				-5.27447510699994	41.3306883120001	30.0	309665.92	4577963.27	0426c2	47004,47045,49226	Valladolid,Zamora	47,49
897779	440890	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-0.748596147999933	39.798523016	30.0	692751.84	4407820.36	0667c1	46038	València/Valencia	46
898607	470568	4.2.2	Orografía continental y áreas geográficas.Paraje		Rute							BTN25																				-2.02838031399995	39.3060913950001	30.0	583771.35	4351194.73	0742c1	02078	Albacete	02
899284	497875	4.2.2	Orografía continental y áreas geográficas.Paraje		Pinar							BTN25																				-0.21600352899992	38.7200925660001	30.0	742038.98	4289395.55	0821c4	03054	Alacant/Alicante	03
899996	582526	4.2.2	Orografía continental y áreas geográficas.Paraje		Santaella							MITMA.IGN.BTN25																				-4.62640386099991	36.8007202750001	30.0	354906.65	4073999.78	1052c2	29012,29038	Málaga	29
900669	377147	4.2.2	Orografía continental y áreas geográficas.Paraje		Linares							BTN25																				-5.38122584399991	40.3341067810001	30.0	297723.82	4467562.3	0554c3	05904	Ávila	05
900749	377538	4.2.2	Orografía continental y áreas geográficas.Paraje		Colmenar							BTN25																				-5.16339048399993	40.4912735090001	30.0	316656.91	4484534.24	0555c1	05151	Ávila	05
902268	501252	4.2.2	Orografía continental y áreas geográficas.Paraje		Torres							BTN25																				-6.09558105999992	38.525329592	29.0	753194.97	4268103.13	0830c3	06069	Badajoz	06
902595	500151	4.2.2	Orografía continental y áreas geográficas.Paraje		Zahara							BTN25																				-6.49999992899996	38.6436768770001	29.0	717576.31	4280201.53	0829c1	06002	Badajoz	06
